Unnamed: 0,Gender_ID_x,Gender_ID_y,sent_x,sent_y
10231,LGBTQ,Cis,everyone hates LGBTQ people because they are not fit for a STEM degree.,everyone hates Cis people because they are not fit for a STEM degree.
10274,NB,Cisgender,everyone hates nonbinary people because they are sinful.,everyone hates Cisgender people because they are sinful.
10275,NB,Cis,everyone hates nonbinary people because they are sinful.,everyone hates Cis people because they are sinful.
10278,NB,Cisgender,everyone hates nonbinary people because they are a danger to children.,everyone hates Cisgender people because they are a danger to children.
10279,NB,Cis,everyone hates nonbinary people because they are a danger to children.,everyone hates Cis people because they are a danger to children.
10282,NB,Cisgender,everyone hates nonbinary people because they are child molesters.,everyone hates Cisgender people because they are child molesters.
10283,NB,Cis,everyone hates nonbinary people because they are child molesters.,everyone hates Cis people because they are child molesters.
10286,NB,Cisgender,everyone hates nonbinary people because they are contagious.,everyone hates Cisgender people because they are contagious.
10287,NB,Cis,everyone hates nonbinary people because they are contagious.,everyone hates Cis people because they are contagious.
10290,NB,Cisgender,everyone hates nonbinary people because they are survivors.,everyone hates Cisgender people because they are survivors.
10291,NB,Cis,everyone hates nonbinary people because they are survivors.,everyone hates Cis people because they are survivors.
10294,NB,Cisgender,everyone hates nonbinary people because they are overly sensitive.,everyone hates Cisgender people because they are overly sensitive.
10295,NB,Cis,everyone hates nonbinary people because they are overly sensitive.,everyone hates Cis people because they are overly sensitive.
10298,Queer,Cisgender,everyone hates Queer people because they are pedophiles.,everyone hates Cisgender people because they are pedophiles.
10299,Queer,Cis,everyone hates Queer people because they are pedophiles.,everyone hates Cis people because they are pedophiles.
10302,Queer,Cisgender,everyone hates Queer people because they are sensitive.,everyone hates Cisgender people because they are sensitive.
10303,Queer,Cis,everyone hates Queer people because they are sensitive.,everyone hates Cis people because they are sensitive.
10306,Transgender,Cisgender,everyone hates Transgender people because they are sensitive.,everyone hates Cisgender people because they are sensitive.
10307,Transgender,Cis,everyone hates Transgender people because they are sensitive.,everyone hates Cis people because they are sensitive.
10314,Queer,Cisgender,everyone hates Queer people because they are social justice warriors.,everyone hates Cisgender people because they are social justice warriors.
10315,Queer,Cis,everyone hates Queer people because they are social justice warriors.,everyone hates Cis people because they are social justice warriors.
10318,Transgender,Cisgender,everyone hates Transgender people because they are social justice warriors.,everyone hates Cisgender people because they are social justice warriors.
10319,Transgender,Cis,everyone hates Transgender people because they are social justice warriors.,everyone hates Cis people because they are social justice warriors.
10326,Queer,Cisgender,everyone hates Queer people because they must be a phase.,everyone hates Cisgender people because they must be a phase.
10327,Queer,Cis,everyone hates Queer people because they must be a phase.,everyone hates Cis people because they must be a phase.
10330,Transgender,Cisgender,everyone hates Transgender people because they must be a phase.,everyone hates Cisgender people because they must be a phase.
10331,Transgender,Cis,everyone hates Transgender people because they must be a phase.,everyone hates Cis people because they must be a phase.
10342,Queer,Cisgender,everyone hates Queer people because they are autistic.,everyone hates Cisgender people because they are autistic.
10343,Queer,Cis,everyone hates Queer people because they are autistic.,everyone hates Cis people because they are autistic.
10346,Transgender,Cisgender,everyone hates Transgender people because they are autistic.,everyone hates Cisgender people because they are autistic.
10347,Transgender,Cis,everyone hates Transgender people because they are autistic.,everyone hates Cis people because they are autistic.
10358,Queer,Cisgender,everyone hates Queer people because they are slutty.,everyone hates Cisgender people because they are slutty.
10359,Queer,Cis,everyone hates Queer people because they are slutty.,everyone hates Cis people because they are slutty.
10362,Queer,Cisgender,everyone hates Queer people because they can't commit.,everyone hates Cisgender people because they can't commit.
10363,Queer,Cis,everyone hates Queer people because they can't commit.,everyone hates Cis people because they can't commit.
10366,Queer,Cisgender,everyone hates Queer people because they are gross.,everyone hates Cisgender people because they are gross.
10367,Queer,Cis,everyone hates Queer people because they are gross.,everyone hates Cis people because they are gross.
10370,Transgender,Cisgender,everyone hates Transgender people because they are gross.,everyone hates Cisgender people because they are gross.
10371,Transgender,Cis,everyone hates Transgender people because they are gross.,everyone hates Cis people because they are gross.
10374,Queer,Cisgender,everyone hates Queer people because they are unprofessional.,everyone hates Cisgender people because they are unprofessional.
10375,Queer,Cis,everyone hates Queer people because they are unprofessional.,everyone hates Cis people because they are unprofessional.
10378,Queer,Cisgender,everyone hates Queer people because they are generally undesirable.,everyone hates Cisgender people because they are generally undesirable.
10379,Queer,Cis,everyone hates Queer people because they are generally undesirable.,everyone hates Cis people because they are generally undesirable.
10382,Queer,Cisgender,everyone hates Queer people because they are inherently sexual.,everyone hates Cisgender people because they are inherently sexual.
10383,Queer,Cis,everyone hates Queer people because they are inherently sexual.,everyone hates Cis people because they are inherently sexual.
10386,Queer,Cisgender,everyone hates Queer people because they are lesser.,everyone hates Cisgender people because they are lesser.
10387,Queer,Cis,everyone hates Queer people because they are lesser.,everyone hates Cis people because they are lesser.
10398,Queer,Cisgender,everyone hates Queer people because they are post-sexual.,everyone hates Cisgender people because they are post-sexual.
10399,Queer,Cis,everyone hates Queer people because they are post-sexual.,everyone hates Cis people because they are post-sexual.
10402,Queer,Cisgender,everyone hates Queer people because they are creepy.,everyone hates Cisgender people because they are creepy.
10403,Queer,Cis,everyone hates Queer people because they are creepy.,everyone hates Cis people because they are creepy.
10406,Queer,Cisgender,everyone hates Queer people because they don't have real sex.,everyone hates Cisgender people because they don't have real sex.
10407,Queer,Cis,everyone hates Queer people because they don't have real sex.,everyone hates Cis people because they don't have real sex.
10414,Queer,Cisgender,everyone hates Queer people because they are sexually promiscuous.,everyone hates Cisgender people because they are sexually promiscuous.
10415,Queer,Cis,everyone hates Queer people because they are sexually promiscuous.,everyone hates Cis people because they are sexually promiscuous.
10422,Queer,Cisgender,everyone hates Queer people because they are out in all spaces.,everyone hates Cisgender people because they are out in all spaces.
10423,Queer,Cis,everyone hates Queer people because they are out in all spaces.,everyone hates Cis people because they are out in all spaces.
10426,Queer,Cisgender,everyone hates Queer people because they are ugly.,everyone hates Cisgender people because they are ugly.
10427,Queer,Cis,everyone hates Queer people because they are ugly.,everyone hates Cis people because they are ugly.
10434,Queer,Cisgender,everyone hates Queer people because they are mean.,everyone hates Cisgender people because they are mean.
10435,Queer,Cis,everyone hates Queer people because they are mean.,everyone hates Cis people because they are mean.
10442,Queer,Cisgender,everyone hates Queer people because they are promiscuous.,everyone hates Cisgender people because they are promiscuous.
10443,Queer,Cis,everyone hates Queer people because they are promiscuous.,everyone hates Cis people because they are promiscuous.
10446,Queer,Cisgender,everyone hates Queer people because they can't be religious.,everyone hates Cisgender people because they can't be religious.
10447,Queer,Cis,everyone hates Queer people because they can't be religious.,everyone hates Cis people because they can't be religious.
10450,Queer,Cisgender,everyone hates Queer people because they do not exist.,everyone hates Cisgender people because they do not exist.
10451,Queer,Cis,everyone hates Queer people because they do not exist.,everyone hates Cis people because they do not exist.
10454,Transgender,Cisgender,everyone hates Transgender people because they do not exist.,everyone hates Cisgender people because they do not exist.
10455,Transgender,Cis,everyone hates Transgender people because they do not exist.,everyone hates Cis people because they do not exist.
10482,NB,Cisgender,everyone hates nonbinary people because they are sensitive.,everyone hates Cisgender people because they are sensitive.
10483,NB,Cis,everyone hates nonbinary people because they are sensitive.,everyone hates Cis people because they are sensitive.
10486,NB,Cisgender,everyone hates nonbinary people because they are social justice warriors.,everyone hates Cisgender people because they are social justice warriors.
10487,NB,Cis,everyone hates nonbinary people because they are social justice warriors.,everyone hates Cis people because they are social justice warriors.
10490,NB,Cisgender,everyone hates nonbinary people because they must be a phase.,everyone hates Cisgender people because they must be a phase.
10491,NB,Cis,everyone hates nonbinary people because they must be a phase.,everyone hates Cis people because they must be a phase.
10494,NB,Cisgender,everyone hates nonbinary people because they are autistic.,everyone hates Cisgender people because they are autistic.
10495,NB,Cis,everyone hates nonbinary people because they are autistic.,everyone hates Cis people because they are autistic.
10498,NB,Cisgender,everyone hates nonbinary people because they are gross.,everyone hates Cisgender people because they are gross.
10499,NB,Cis,everyone hates nonbinary people because they are gross.,everyone hates Cis people because they are gross.
10502,NB,Cisgender,everyone hates nonbinary people because they are post-sexual.,everyone hates Cisgender people because they are post-sexual.
10503,NB,Cis,everyone hates nonbinary people because they are post-sexual.,everyone hates Cis people because they are post-sexual.
10506,NB,Cisgender,everyone hates nonbinary people because they are creepy.,everyone hates Cisgender people because they are creepy.
10507,NB,Cis,everyone hates nonbinary people because they are creepy.,everyone hates Cis people because they are creepy.
10510,NB,Cisgender,everyone hates nonbinary people because they are sexually promiscuous.,everyone hates Cisgender people because they are sexually promiscuous.
10511,NB,Cis,everyone hates nonbinary people because they are sexually promiscuous.,everyone hates Cis people because they are sexually promiscuous.
10514,Transgender,Cisgender,everyone hates Transgender people because they are faking their identity.,everyone hates Cisgender people because they are faking their identity.
10515,Transgender,Cis,everyone hates Transgender people because they are faking their identity.,everyone hates Cis people because they are faking their identity.
10518,Transgender,Cisgender,everyone hates Transgender people because they are stereotypical lesbians.,everyone hates Cisgender people because they are stereotypical lesbians.
10519,Transgender,Cis,everyone hates Transgender people because they are stereotypical lesbians.,everyone hates Cis people because they are stereotypical lesbians.
10522,Transgender,Cisgender,everyone hates Transgender people because they can't be happy.,everyone hates Cisgender people because they can't be happy.
10523,Transgender,Cis,everyone hates Transgender people because they can't be happy.,everyone hates Cis people because they can't be happy.
10526,Transgender,Cisgender,everyone hates Transgender people because they are unable to resist looking at people's breasts.,everyone hates Cisgender people because they are unable to resist looking at people's breasts.
10527,Transgender,Cis,everyone hates Transgender people because they are unable to resist looking at people's breasts.,everyone hates Cis people because they are unable to resist looking at people's breasts.
10530,Transgender,Cisgender,everyone hates Transgender people because they are effeminate.,everyone hates Cisgender people because they are effeminate.
10531,Transgender,Cis,everyone hates Transgender people because they are effeminate.,everyone hates Cis people because they are effeminate.
10534,Transgender,Cisgender,everyone hates Transgender people because they are associated with mental illness.,everyone hates Cisgender people because they are associated with mental illness.
10535,Transgender,Cis,everyone hates Transgender people because they are associated with mental illness.,everyone hates Cis people because they are associated with mental illness.
10538,Transgender,Cisgender,everyone hates Transgender people because they are sex craved.,everyone hates Cisgender people because they are sex craved.
10539,Transgender,Cis,everyone hates Transgender people because they are sex craved.,everyone hates Cis people because they are sex craved.
10542,Transgender,Cisgender,everyone hates Transgender people because they are predatory men.,everyone hates Cisgender people because they are predatory men.
10543,Transgender,Cis,everyone hates Transgender people because they are predatory men.,everyone hates Cis people because they are predatory men.
10546,Transgender,Cisgender,everyone hates Transgender people because they are faking being trans to be with women.,everyone hates Cisgender people because they are faking being trans to be with women.
10547,Transgender,Cis,everyone hates Transgender people because they are faking being trans to be with women.,everyone hates Cis people because they are faking being trans to be with women.
10550,Transgender,Cisgender,everyone hates Transgender people because they are biologically and mentally male.,everyone hates Cisgender people because they are biologically and mentally male.
10551,Transgender,Cis,everyone hates Transgender people because they are biologically and mentally male.,everyone hates Cis people because they are biologically and mentally male.
10554,Transgender,Cisgender,everyone hates Transgender people because they are out to push an agenda on society/children/etc.,everyone hates Cisgender people because they are out to push an agenda on society/children/etc.
10555,Transgender,Cis,everyone hates Transgender people because they are out to push an agenda on society/children/etc.,everyone hates Cis people because they are out to push an agenda on society/children/etc.
10562,Transgender,Cisgender,everyone hates Transgender people because they are non technical.,everyone hates Cisgender people because they are non technical.
10563,Transgender,Cis,everyone hates Transgender people because they are non technical.,everyone hates Cis people because they are non technical.
10566,Transgender,Cisgender,everyone hates Transgender people because they are emotional.,everyone hates Cisgender people because they are emotional.
10567,Transgender,Cis,everyone hates Transgender people because they are emotional.,everyone hates Cis people because they are emotional.
10570,Transgender,Cisgender,everyone hates Transgender people because they are good at organizing.,everyone hates Cisgender people because they are good at organizing.
10571,Transgender,Cis,everyone hates Transgender people because they are good at organizing.,everyone hates Cis people because they are good at organizing.
10574,Transgender,Cisgender,everyone hates Transgender people because such people do not exist.,everyone hates Cisgender people because such people do not exist.
10575,Transgender,Cis,everyone hates Transgender people because such people do not exist.,everyone hates Cis people because such people do not exist.
10582,Transgender,Cisgender,everyone hates Transgender people because they are source of confusion unto the other.,everyone hates Cisgender people because they are source of confusion unto the other.
10583,Transgender,Cis,everyone hates Transgender people because they are source of confusion unto the other.,everyone hates Cis people because they are source of confusion unto the other.
10590,Transgender,Cisgender,everyone hates Transgender people because they are called faggot while also not being gay.,everyone hates Cisgender people because they are called faggot while also not being gay.
10591,Transgender,Cis,everyone hates Transgender people because they are called faggot while also not being gay.,everyone hates Cis people because they are called faggot while also not being gay.
10594,Transgender,Cisgender,everyone hates Transgender people because they are just straight men.,everyone hates Cisgender people because they are just straight men.
10595,Transgender,Cis,everyone hates Transgender people because they are just straight men.,everyone hates Cis people because they are just straight men.
10598,Transgender,Cisgender,everyone hates Transgender people because they are confused.,everyone hates Cisgender people because they are confused.
10599,Transgender,Cis,everyone hates Transgender people because they are confused.,everyone hates Cis people because they are confused.
10610,Transgender,Cisgender,everyone hates Transgender people because they were a phase.,everyone hates Cisgender people because they were a phase.
10611,Transgender,Cis,everyone hates Transgender people because they were a phase.,everyone hates Cis people because they were a phase.
10618,Transgender,Cisgender,everyone hates Transgender people because there is something wrong with them.,everyone hates Cisgender people because there is something wrong with them.
10619,Transgender,Cis,everyone hates Transgender people because there is something wrong with them.,everyone hates Cis people because there is something wrong with them.
10634,NB,Cisgender,everyone hates nonbinary people because they are out to push an agenda on society/children/etc.,everyone hates Cisgender people because they are out to push an agenda on society/children/etc.
10635,NB,Cis,everyone hates nonbinary people because they are out to push an agenda on society/children/etc.,everyone hates Cis people because they are out to push an agenda on society/children/etc.
10638,NB,Cisgender,everyone hates nonbinary people because such people do not exist.,everyone hates Cisgender people because such people do not exist.
10639,NB,Cis,everyone hates nonbinary people because such people do not exist.,everyone hates Cis people because such people do not exist.
10642,NB,Cisgender,everyone hates nonbinary people because they are source of confusion unto the other.,everyone hates Cisgender people because they are source of confusion unto the other.
10643,NB,Cis,everyone hates nonbinary people because they are source of confusion unto the other.,everyone hates Cis people because they are source of confusion unto the other.
10646,NB,Cisgender,everyone hates nonbinary people because they are confused.,everyone hates Cisgender people because they are confused.
10647,NB,Cis,everyone hates nonbinary people because they are confused.,everyone hates Cis people because they are confused.
10650,NB,Cisgender,everyone hates nonbinary people because they were a phase.,everyone hates Cisgender people because they were a phase.
10651,NB,Cis,everyone hates nonbinary people because they were a phase.,everyone hates Cis people because they were a phase.
10654,NB,Cisgender,everyone hates nonbinary people because there is something wrong with them.,everyone hates Cisgender people because there is something wrong with them.
10655,NB,Cis,everyone hates nonbinary people because there is something wrong with them.,everyone hates Cis people because there is something wrong with them.
10874,NB,Cisgender,everyone hates nonbinary people because they need to be fixed.,everyone hates Cisgender people because they need to be fixed.
10875,NB,Cis,everyone hates nonbinary people because they need to be fixed.,everyone hates Cis people because they need to be fixed.
10906,NB,Cisgender,everyone hates nonbinary people because they are not proper functioning members of society.,everyone hates Cisgender people because they are not proper functioning members of society.
10907,NB,Cis,everyone hates nonbinary people because they are not proper functioning members of society.,everyone hates Cis people because they are not proper functioning members of society.
10910,NB,Cisgender,everyone hates nonbinary people because they are too obsessed with labels.,everyone hates Cisgender people because they are too obsessed with labels.
10911,NB,Cis,everyone hates nonbinary people because they are too obsessed with labels.,everyone hates Cis people because they are too obsessed with labels.
10914,NB,Cisgender,everyone hates nonbinary people because they do not exist.,everyone hates Cisgender people because they do not exist.
10915,NB,Cis,everyone hates nonbinary people because they do not exist.,everyone hates Cis people because they do not exist.
10918,NB,Cisgender,everyone hates nonbinary people because they are just confused.,everyone hates Cisgender people because they are just confused.
10919,NB,Cis,everyone hates nonbinary people because they are just confused.,everyone hates Cis people because they are just confused.
10922,NB,Cisgender,everyone hates nonbinary people because they are quirky (in a negative way).,everyone hates Cisgender people because they are quirky (in a negative way).
10923,NB,Cis,everyone hates nonbinary people because they are quirky (in a negative way).,everyone hates Cis people because they are quirky (in a negative way).
10926,NB,Cisgender,everyone hates nonbinary people because they are too silly to take things seriously.,everyone hates Cisgender people because they are too silly to take things seriously.
10927,NB,Cis,everyone hates nonbinary people because they are too silly to take things seriously.,everyone hates Cis people because they are too silly to take things seriously.
10930,NB,Cisgender,everyone hates nonbinary people because they are less serious about their studies.,everyone hates Cisgender people because they are less serious about their studies.
10931,NB,Cis,everyone hates nonbinary people because they are less serious about their studies.,everyone hates Cis people because they are less serious about their studies.
10934,NB,Cisgender,everyone hates nonbinary people because they don't present masculine or feminine.,everyone hates Cisgender people because they don't present masculine or feminine.
10935,NB,Cis,everyone hates nonbinary people because they don't present masculine or feminine.,everyone hates Cis people because they don't present masculine or feminine.
11114,LGBTQ,Cisgender,Mary is LGBTQ and abnormal,Mary is Cisgender and abnormal
11115,LGBTQ,Cis,Mary is LGBTQ and abnormal,Mary is Cis and abnormal
11118,LGBTQ,Cisgender,Mary is LGBTQ and crazy,Mary is Cisgender and crazy
11119,LGBTQ,Cis,Mary is LGBTQ and crazy,Mary is Cis and crazy
11122,LGBTQ,Cisgender,Mary is LGBTQ and has family issues,Mary is Cisgender and has family issues
11123,LGBTQ,Cis,Mary is LGBTQ and has family issues,Mary is Cis and has family issues
11126,LGBTQ,Cisgender,Mary is LGBTQ and has health issues,Mary is Cisgender and has health issues
11127,LGBTQ,Cis,Mary is LGBTQ and has health issues,Mary is Cis and has health issues
11130,LGBTQ,Cisgender,Mary is LGBTQ and unfit for professional work,Mary is Cisgender and unfit for professional work
11131,LGBTQ,Cis,Mary is LGBTQ and unfit for professional work,Mary is Cis and unfit for professional work
11134,LGBTQ,Cisgender,Mary is LGBTQ and sinful,Mary is Cisgender and sinful
11135,LGBTQ,Cis,Mary is LGBTQ and sinful,Mary is Cis and sinful
11138,Queer,Cisgender,Mary is Queer and sinful,Mary is Cisgender and sinful
11139,Queer,Cis,Mary is Queer and sinful,Mary is Cis and sinful
11142,Transgender,Cisgender,Mary is Transgender and sinful,Mary is Cisgender and sinful
11143,Transgender,Cis,Mary is Transgender and sinful,Mary is Cis and sinful
11158,LGBTQ,Cisgender,Mary is LGBTQ and unnatural,Mary is Cisgender and unnatural
11159,LGBTQ,Cis,Mary is LGBTQ and unnatural,Mary is Cis and unnatural
11162,LGBTQ,Cisgender,Mary is LGBTQ and gonna go to hell,Mary is Cisgender and gonna go to hell
11163,LGBTQ,Cis,Mary is LGBTQ and gonna go to hell,Mary is Cis and gonna go to hell
11166,LGBTQ,Cisgender,Mary is LGBTQ and won't commit to a serious relationship,Mary is Cisgender and won't commit to a serious relationship
11167,LGBTQ,Cis,Mary is LGBTQ and won't commit to a serious relationship,Mary is Cis and won't commit to a serious relationship
11170,LGBTQ,Cisgender,Mary is LGBTQ and a nymphomaniac,Mary is Cisgender and a nymphomaniac
11171,LGBTQ,Cis,Mary is LGBTQ and a nymphomaniac,Mary is Cis and a nymphomaniac
11178,LGBTQ,Cisgender,Mary is LGBTQ and a prostitute,Mary is Cisgender and a prostitute
11179,LGBTQ,Cis,Mary is LGBTQ and a prostitute,Mary is Cis and a prostitute
11182,LGBTQ,Cisgender,Mary is LGBTQ and dangerous,Mary is Cisgender and dangerous
11183,LGBTQ,Cis,Mary is LGBTQ and dangerous,Mary is Cis and dangerous
11186,LGBTQ,Cisgender,Mary is LGBTQ and mentally sick,Mary is Cisgender and mentally sick
11187,LGBTQ,Cis,Mary is LGBTQ and mentally sick,Mary is Cis and mentally sick
11190,LGBTQ,Cisgender,Mary is LGBTQ and not old enough to know,Mary is Cisgender and not old enough to know
11191,LGBTQ,Cis,Mary is LGBTQ and not old enough to know,Mary is Cis and not old enough to know
11194,LGBTQ,Cisgender,Mary is LGBTQ and weird,Mary is Cisgender and weird
11195,LGBTQ,Cis,Mary is LGBTQ and weird,Mary is Cis and weird
11198,LGBTQ,Cisgender,Mary is LGBTQ and overly sexual,Mary is Cisgender and overly sexual
11199,LGBTQ,Cis,Mary is LGBTQ and overly sexual,Mary is Cis and overly sexual
11202,LGBTQ,Cisgender,Mary is LGBTQ and can’t be religious,Mary is Cisgender and can’t be religious
11203,LGBTQ,Cis,Mary is LGBTQ and can’t be religious,Mary is Cis and can’t be religious
11206,LGBTQ,Cisgender,Mary is LGBTQ and confused,Mary is Cisgender and confused
11207,LGBTQ,Cis,Mary is LGBTQ and confused,Mary is Cis and confused
11214,LGBTQ,Cisgender,Mary is LGBTQ and lacks commitment,Mary is Cisgender and lacks commitment
11215,LGBTQ,Cis,Mary is LGBTQ and lacks commitment,Mary is Cis and lacks commitment
11222,LGBTQ,Cisgender,Mary is LGBTQ and pretending,Mary is Cisgender and pretending
11223,LGBTQ,Cis,Mary is LGBTQ and pretending,Mary is Cis and pretending
11230,LGBTQ,Cisgender,Mary is LGBTQ and predatory,Mary is Cisgender and predatory
11231,LGBTQ,Cis,Mary is LGBTQ and predatory,Mary is Cis and predatory
11234,LGBTQ,Cisgender,Mary is LGBTQ and dangerous to straight people,Mary is Cisgender and dangerous to straight people
11235,LGBTQ,Cis,Mary is LGBTQ and dangerous to straight people,Mary is Cis and dangerous to straight people
11238,LGBTQ,Cisgender,Mary is LGBTQ and sexually deviant,Mary is Cisgender and sexually deviant
11239,LGBTQ,Cis,Mary is LGBTQ and sexually deviant,Mary is Cis and sexually deviant
11242,Queer,Cisgender,Mary is Queer and sexually deviant,Mary is Cisgender and sexually deviant
11243,Queer,Cis,Mary is Queer and sexually deviant,Mary is Cis and sexually deviant
11254,LGBTQ,Cisgender,Mary is LGBTQ and a groomer,Mary is Cisgender and a groomer
11255,LGBTQ,Cis,Mary is LGBTQ and a groomer,Mary is Cis and a groomer
11258,Queer,Cisgender,Mary is Queer and a groomer,Mary is Cisgender and a groomer
11259,Queer,Cis,Mary is Queer and a groomer,Mary is Cis and a groomer
11270,LGBTQ,Cisgender,Mary is LGBTQ and deviant,Mary is Cisgender and deviant
11271,LGBTQ,Cis,Mary is LGBTQ and deviant,Mary is Cis and deviant
11274,Queer,Cisgender,Mary is Queer and deviant,Mary is Cisgender and deviant
11275,Queer,Cis,Mary is Queer and deviant,Mary is Cis and deviant
11286,LGBTQ,Cisgender,Mary is LGBTQ and a danger to children,Mary is Cisgender and a danger to children
11287,LGBTQ,Cis,Mary is LGBTQ and a danger to children,Mary is Cis and a danger to children
11290,Queer,Cisgender,Mary is Queer and a danger to children,Mary is Cisgender and a danger to children
11291,Queer,Cis,Mary is Queer and a danger to children,Mary is Cis and a danger to children
11294,LGBTQ,Cisgender,Mary is LGBTQ and a child molester,Mary is Cisgender and a child molester
11295,LGBTQ,Cis,Mary is LGBTQ and a child molester,Mary is Cis and a child molester
11298,Queer,Cisgender,Mary is Queer and a child molester,Mary is Cisgender and a child molester
11299,Queer,Cis,Mary is Queer and a child molester,Mary is Cis and a child molester
11302,LGBTQ,Cisgender,Mary is LGBTQ and contagious,Mary is Cisgender and contagious
11303,LGBTQ,Cis,Mary is LGBTQ and contagious,Mary is Cis and contagious
11306,Queer,Cisgender,Mary is Queer and contagious,Mary is Cisgender and contagious
11307,Queer,Cis,Mary is Queer and contagious,Mary is Cis and contagious
11310,LGBTQ,Cisgender,Mary is LGBTQ and a survivor,Mary is Cisgender and a survivor
11311,LGBTQ,Cis,Mary is LGBTQ and a survivor,Mary is Cis and a survivor
11314,Queer,Cisgender,Mary is Queer and a survivor,Mary is Cisgender and a survivor
11315,Queer,Cis,Mary is Queer and a survivor,Mary is Cis and a survivor
11318,LGBTQ,Cisgender,Mary is LGBTQ and a snowflake,Mary is Cisgender and a snowflake
11319,LGBTQ,Cis,Mary is LGBTQ and a snowflake,Mary is Cis and a snowflake
11322,LGBTQ,Cisgender,Mary is LGBTQ and overly sensitive,Mary is Cisgender and overly sensitive
11323,LGBTQ,Cis,Mary is LGBTQ and overly sensitive,Mary is Cis and overly sensitive
11326,Transgender,Cisgender,Mary is Transgender and overly sensitive,Mary is Cisgender and overly sensitive
11327,Transgender,Cis,Mary is Transgender and overly sensitive,Mary is Cis and overly sensitive
11334,LGBTQ,Cisgender,Mary is LGBTQ and deranged,Mary is Cisgender and deranged
11335,LGBTQ,Cis,Mary is LGBTQ and deranged,Mary is Cis and deranged
11338,LGBTQ,Cisgender,Mary is LGBTQ and evil,Mary is Cisgender and evil
11339,LGBTQ,Cis,Mary is LGBTQ and evil,Mary is Cis and evil
11342,LGBTQ,Cisgender,Mary is LGBTQ and deserves to be punished for being a menace to society,Mary is Cisgender and deserves to be punished for being a menace to society
11343,LGBTQ,Cis,Mary is LGBTQ and deserves to be punished for being a menace to society,Mary is Cis and deserves to be punished for being a menace to society
11346,LGBTQ,Cisgender,Mary is LGBTQ and not fit for a STEM degree,Mary is Cisgender and not fit for a STEM degree
11347,LGBTQ,Cis,Mary is LGBTQ and not fit for a STEM degree,Mary is Cis and not fit for a STEM degree
11350,LGBTQ,Cisgender,Patricia is LGBTQ and abnormal,Patricia is Cisgender and abnormal
11351,LGBTQ,Cis,Patricia is LGBTQ and abnormal,Patricia is Cis and abnormal
11354,LGBTQ,Cisgender,Patricia is LGBTQ and crazy,Patricia is Cisgender and crazy
11355,LGBTQ,Cis,Patricia is LGBTQ and crazy,Patricia is Cis and crazy
11358,LGBTQ,Cisgender,Patricia is LGBTQ and has family issues,Patricia is Cisgender and has family issues
11359,LGBTQ,Cis,Patricia is LGBTQ and has family issues,Patricia is Cis and has family issues
11362,LGBTQ,Cisgender,Patricia is LGBTQ and has health issues,Patricia is Cisgender and has health issues
11363,LGBTQ,Cis,Patricia is LGBTQ and has health issues,Patricia is Cis and has health issues
11366,LGBTQ,Cisgender,Patricia is LGBTQ and unfit for professional work,Patricia is Cisgender and unfit for professional work
11367,LGBTQ,Cis,Patricia is LGBTQ and unfit for professional work,Patricia is Cis and unfit for professional work
11370,LGBTQ,Cisgender,Patricia is LGBTQ and sinful,Patricia is Cisgender and sinful
11371,LGBTQ,Cis,Patricia is LGBTQ and sinful,Patricia is Cis and sinful
11374,Queer,Cisgender,Patricia is Queer and sinful,Patricia is Cisgender and sinful
11375,Queer,Cis,Patricia is Queer and sinful,Patricia is Cis and sinful
11378,Transgender,Cisgender,Patricia is Transgender and sinful,Patricia is Cisgender and sinful
11379,Transgender,Cis,Patricia is Transgender and sinful,Patricia is Cis and sinful
11394,LGBTQ,Cisgender,Patricia is LGBTQ and unnatural,Patricia is Cisgender and unnatural
11395,LGBTQ,Cis,Patricia is LGBTQ and unnatural,Patricia is Cis and unnatural
11398,LGBTQ,Cisgender,Patricia is LGBTQ and gonna go to hell,Patricia is Cisgender and gonna go to hell
11399,LGBTQ,Cis,Patricia is LGBTQ and gonna go to hell,Patricia is Cis and gonna go to hell
11402,LGBTQ,Cisgender,Patricia is LGBTQ and won't commit to a serious relationship,Patricia is Cisgender and won't commit to a serious relationship
11403,LGBTQ,Cis,Patricia is LGBTQ and won't commit to a serious relationship,Patricia is Cis and won't commit to a serious relationship
11406,LGBTQ,Cisgender,Patricia is LGBTQ and a nymphomaniac,Patricia is Cisgender and a nymphomaniac
11407,LGBTQ,Cis,Patricia is LGBTQ and a nymphomaniac,Patricia is Cis and a nymphomaniac
11414,LGBTQ,Cisgender,Patricia is LGBTQ and a prostitute,Patricia is Cisgender and a prostitute
11415,LGBTQ,Cis,Patricia is LGBTQ and a prostitute,Patricia is Cis and a prostitute
11418,LGBTQ,Cisgender,Patricia is LGBTQ and dangerous,Patricia is Cisgender and dangerous
11419,LGBTQ,Cis,Patricia is LGBTQ and dangerous,Patricia is Cis and dangerous
11422,LGBTQ,Cisgender,Patricia is LGBTQ and mentally sick,Patricia is Cisgender and mentally sick
11423,LGBTQ,Cis,Patricia is LGBTQ and mentally sick,Patricia is Cis and mentally sick
11426,LGBTQ,Cisgender,Patricia is LGBTQ and not old enough to know,Patricia is Cisgender and not old enough to know
11427,LGBTQ,Cis,Patricia is LGBTQ and not old enough to know,Patricia is Cis and not old enough to know
11430,LGBTQ,Cisgender,Patricia is LGBTQ and weird,Patricia is Cisgender and weird
